,date,timCool1,strCushion1,tmpMoldZone3,tmpFlange1,tmpMoldZone4,strPlasticisation1,tmpMoldZone1,tmpMoldZone2,spdInjection1,tmpMoldZone9,tmpMoldZone7,tmpMoldZone8,tmpOil,tmpMoldZone5,tmpMoldZone6,tmpMoldZone19,cntCycle,tmpMoldZone18,stsMachine,tmpMoldZone15,volTransfer1,tmpMoldZone14,tmpMoldZone17,strTransfer1,tmpMoldZone16,timTransfer1,timMoldClose,tmpBarrel1Zone5,tmpBarrel1Zone4,prsPomp1,tmpBarrel1Zone1,tmpBarrel1Zone3,tmpMoldZone20,tmpBarrel1Zone2,volShot1,timFill1,timMoldOpen,tmpMoldZone11,tmpMoldZone10,prsTransferHyd1,tmpMoldZone13,tmpMoldZone12,decMold,prsHoldSpec1,tmpNozle1,timestamp,prsInjectionHyd1,timCycle,sfc,frcClamp,timPlasticisation1,reason
8405,2020-12-05T14:42:34.000,16.5,22.0,294.0,95.0,295.0,71.3,295.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,10,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.94,285.0,281.0,47.0,255.0,270.0,0.0,260.0,0.0,1.84,3.47,0.0,0.0,64.16,0.0,0.0,1793,1068.0,249.0,2020-12-05 17:42:34.0,83.74,46.08,"['S107640700009302564', 'S107640700010302564']",3885.0,10.51,
8406,2020-12-05T14:44:52.000,16.5,22.0,294.0,95.0,295.0,71.2,297.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,13,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.94,285.0,280.0,45.0,255.0,270.0,0.0,260.0,0.0,1.84,3.47,0.0,0.0,64.07,0.0,0.0,1793,1063.0,250.0,2020-12-05 17:44:52.0,83.32,46.06,"['S107640700016302564', 'S107640700015302564']",3885.0,10.61,
8407,2020-12-05T14:43:23.000,16.5,22.0,294.0,95.0,295.0,71.2,294.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,11,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,281.0,162.0,255.0,270.0,0.0,260.0,0.0,1.84,3.46,0.0,0.0,64.16,0.0,0.0,1793,1066.0,249.0,2020-12-05 17:43:23.0,83.57,46.06,"['S107640700011302564', 'S107640700012302564']",3885.0,10.56,
8408,2020-12-05T14:44:08.000,16.5,22.0,294.0,95.0,295.0,71.2,294.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,12,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,281.0,39.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,64.2,0.0,0.0,1793,1065.0,249.0,2020-12-05 17:44:08.0,83.48,46.07,"['S107640700014302564', 'S107640700013302564']",3885.0,10.6,
8409,2020-12-05T14:46:25.000,16.5,22.1,294.0,95.0,295.0,71.1,294.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,15,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,42.0,255.0,270.0,0.0,261.0,0.0,1.84,3.46,0.0,0.0,63.9,0.0,0.0,1793,1062.0,250.0,2020-12-05 17:46:25.0,83.23,46.06,"['S107640700019302564', 'S107640700020302564']",3885.0,10.74,
8410,2020-12-05T14:45:41.000,16.5,22.1,294.0,95.0,295.0,71.2,293.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,14,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,79.0,255.0,270.0,0.0,261.0,0.0,1.83,3.46,0.0,0.0,63.99,0.0,0.0,1793,1065.0,250.0,2020-12-05 17:45:41.0,83.48,46.06,"['S107640700018302564', 'S107640700017302564']",3885.0,10.67,
8411,2020-12-05T14:47:58.000,16.5,21.9,295.0,95.0,295.0,71.1,293.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,17,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,39.0,255.0,270.0,0.0,261.0,0.0,1.83,3.47,0.0,0.0,63.82,0.0,0.0,1793,1059.0,250.0,2020-12-05 17:47:58.0,82.98,46.07,"['S107640700024302564', 'S107640700023302564']",3885.0,10.81,
8412,2020-12-05T14:47:10.000,16.5,22.1,294.0,95.0,295.0,71.1,296.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,16,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,114.0,255.0,270.0,0.0,261.0,0.0,1.83,3.47,0.0,0.0,63.99,0.0,0.0,1793,1061.0,250.0,2020-12-05 17:47:10.0,83.19,46.06,"['S107640700021302564', 'S107640700022302564']",3885.0,10.7,
8413,2020-12-05T14:49:31.000,16.5,21.9,294.0,95.0,295.0,71.1,293.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,19,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,83.0,255.0,270.0,0.0,260.0,0.0,1.83,3.47,0.0,0.0,63.78,0.0,0.0,1793,1058.0,250.0,2020-12-05 17:49:31.0,82.98,46.09,"['S107640700027302564', 'S107640700028302564']",3885.0,10.81,
8414,2020-12-05T14:48:43.000,16.5,21.9,294.0,95.0,295.0,71.1,296.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,18,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,44.0,255.0,270.0,0.0,261.0,0.0,1.83,3.47,0.0,0.0,63.65,0.0,0.0,1793,1057.0,250.0,2020-12-05 17:48:43.0,82.85,46.07,"['S107640700025302564', 'S107640700026302564']",3885.0,10.86,
8415,2020-12-05T14:50:15.000,16.5,22.0,294.0,95.0,295.0,71.1,295.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,20,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.94,285.0,280.0,43.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.78,0.0,0.0,1793,1057.0,250.0,2020-12-05 17:50:15.0,82.85,46.06,"['S107640700029302564', 'S107640700030302564']",3885.0,10.82,
8416,2020-12-05T14:51:00.000,16.5,21.9,294.0,95.0,295.0,71.1,294.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,21,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,107.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.73,0.0,0.0,1793,1054.0,250.0,2020-12-05 17:51:00.0,82.64,46.05,[],3885.0,10.88,
8417,2020-12-05T14:51:49.000,16.5,21.8,294.0,95.0,295.0,71.0,296.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,22,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,30.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.61,0.0,0.0,1793,1048.0,250.0,2020-12-05 17:51:49.0,82.26,46.03,[],3885.0,10.88,
8418,2020-12-05T14:52:33.000,16.5,21.9,294.0,95.0,295.0,71.1,293.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,23,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,50.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.65,0.0,0.0,1793,1050.0,250.0,2020-12-05 17:52:33.0,82.43,46.04,[],3885.0,10.89,
8419,2020-12-05T14:53:22.000,16.5,22.0,294.0,95.0,295.0,71.1,297.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,24,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,149.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.65,0.0,0.0,1793,1052.0,250.0,2020-12-05 17:53:22.0,82.47,46.05,[],3885.0,10.87,
8420,2020-12-05T14:54:06.000,16.5,21.9,294.0,95.0,295.0,71.1,293.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,25,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,39.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.56,0.0,0.0,1793,1050.0,250.0,2020-12-05 17:54:06.0,82.34,46.0,[],3885.0,10.86,
8421,2020-12-05T14:54:50.000,16.5,21.8,294.0,95.0,295.0,71.1,296.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,26,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,97.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.52,0.0,0.0,1793,1048.0,250.0,2020-12-05 17:54:50.0,82.17,46.02,[],3885.0,10.9,
8422,2020-12-05T14:55:39.000,16.5,21.9,294.0,94.0,295.0,71.1,293.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,27,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,46.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.44,0.0,0.0,1793,1049.0,250.0,2020-12-05 17:55:39.0,82.34,46.03,[],3885.0,10.89,
8423,2020-12-05T14:56:23.000,16.5,22.0,294.0,94.0,295.0,71.1,296.0,295.0,43.7,0.0,0.0,0.0,40.0,296.0,0.0,0.0,28,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,45.0,255.0,270.0,0.0,260.0,0.0,1.84,3.46,0.0,0.0,63.48,0.0,0.0,1793,1049.0,250.0,2020-12-05 17:56:23.0,82.26,46.0,[],3885.0,10.86,
8424,2020-12-05T14:57:12.000,16.5,21.9,295.0,94.0,295.0,71.1,293.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,29,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,105.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.4,0.0,0.0,1793,1048.0,250.0,2020-12-05 17:57:12.0,82.13,46.02,[],3885.0,10.88,
8425,2020-12-05T14:57:56.000,16.5,21.8,294.0,94.0,295.0,71.1,297.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,30,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,41.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.4,0.0,0.0,1793,1045.0,250.0,2020-12-05 17:57:56.0,82.0,46.03,[],3885.0,10.89,
8426,2020-12-05T14:58:41.000,16.5,21.9,295.0,94.0,295.0,71.1,294.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,31,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,100.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.35,0.0,0.0,1793,1048.0,250.0,2020-12-05 17:58:41.0,82.13,46.0,[],3885.0,10.91,
8427,2020-12-05T14:59:29.000,16.5,22.0,295.0,94.0,295.0,71.1,295.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,32,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,53.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.56,0.0,0.0,1793,1047.0,250.0,2020-12-05 17:59:29.0,82.09,46.02,[],3885.0,10.88,
8428,2020-12-05T15:00:14.000,16.5,21.8,295.0,94.0,295.0,71.1,295.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,33,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,47.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.4,0.0,0.0,1793,1043.0,250.0,2020-12-05 18:00:14.0,81.83,46.02,[],3885.0,10.97,
8429,2020-12-05T15:01:02.000,16.5,21.8,294.0,94.0,295.0,71.1,295.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,34,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,150.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.27,0.0,0.0,1793,1045.0,250.0,2020-12-05 18:01:02.0,81.96,46.11,[],3885.0,10.94,
8430,2020-12-05T15:01:47.000,16.5,21.9,295.0,94.0,295.0,71.0,293.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,35,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,40.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.4,0.0,0.0,1793,1046.0,250.0,2020-12-05 18:01:47.0,82.09,46.08,[],3885.0,10.94,
8431,2020-12-05T15:03:20.000,16.5,21.8,295.0,94.0,295.0,71.1,296.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,37,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,87.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.31,0.0,0.0,1793,1042.0,250.0,2020-12-05 18:03:20.0,81.71,46.1,"['S107640700035302564', 'S107640700036302564']",3885.0,10.98,
8432,2020-12-05T15:02:32.000,16.5,21.8,295.0,94.0,295.0,71.0,296.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,36,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,44.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.31,0.0,0.0,1793,1042.0,250.0,2020-12-05 18:02:32.0,81.67,46.08,"['S107640700034302564', 'S107640700032302564', 'S107640700033302564', 'S107640700031302564']",3885.0,10.97,
8433,2020-12-05T15:04:05.000,16.5,21.9,294.0,94.0,295.0,71.0,294.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,38,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,40.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.27,0.0,0.0,1793,1046.0,250.0,2020-12-05 18:04:05.0,82.0,46.1,"['S107640700037302564', 'S107640700038302564']",3885.0,10.96,
8434,2020-12-05T15:05:38.000,16.5,21.8,294.0,94.0,295.0,71.0,296.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,40,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,78.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.35,0.0,0.0,1793,1042.0,250.0,2020-12-05 18:05:38.0,81.71,46.07,"['S107640700041302564', 'S107640700042302564']",3885.0,11.03,
8435,2020-12-05T15:04:49.000,16.5,21.8,294.0,94.0,295.0,71.0,294.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,39,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,94.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.4,0.0,0.0,1793,1043.0,250.0,2020-12-05 18:04:49.0,81.88,46.04,"['S107640700040302564', 'S107640700039302564']",3885.0,10.97,
8436,2020-12-05T15:06:23.000,16.5,21.9,295.0,94.0,295.0,71.0,296.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,41,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,43.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.31,0.0,0.0,1793,1039.0,250.0,2020-12-05 18:06:23.0,81.5,46.07,"['S107640700043302564', 'S107640700044302564']",3885.0,10.98,
8437,2020-12-05T15:08:41.000,16.5,21.8,295.0,94.0,295.0,71.0,295.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,44,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,48.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.35,0.0,0.0,1793,1041.0,250.0,2020-12-05 18:08:41.0,81.58,46.08,"['S107640700050302564', 'S107640700049302564']",3885.0,10.97,
8438,2020-12-05T15:07:07.000,16.5,21.8,294.0,94.0,295.0,71.0,296.0,295.0,43.7,0.0,0.0,0.0,41.0,296.0,0.0,0.0,42,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,101.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.27,0.0,0.0,1793,1042.0,250.0,2020-12-05 18:07:07.0,81.79,46.07,"['S107640700046302564', 'S107640700045302564']",3885.0,11.02,
8439,2020-12-05T15:07:56.000,16.5,21.8,295.0,94.0,295.0,71.1,295.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,43,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,43.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.31,0.0,0.0,1793,1041.0,250.0,2020-12-05 18:07:56.0,81.67,46.07,"['S107640700047302564', 'S107640700048302564']",3885.0,11.02,
8440,2020-12-05T15:10:58.000,16.5,21.9,294.0,94.0,295.0,71.1,294.0,295.0,43.7,0.0,0.0,0.0,40.0,296.0,0.0,0.0,47,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,100.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.23,0.0,0.0,1793,1043.0,250.0,2020-12-05 18:10:58.0,81.75,46.05,['S107640700053302564'],3885.0,10.99,
8441,2020-12-05T15:11:46.000,16.5,21.8,294.0,94.0,295.0,71.0,293.0,295.0,43.1,0.0,0.0,0.0,39.0,296.0,0.0,0.0,48,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,40.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.23,0.0,0.0,1793,1039.0,250.0,2020-12-05 18:11:46.0,81.45,46.07,"['S107640700054302564', 'S107640700056302564', 'S107640700055302564']",3885.0,10.97,
8442,2020-12-05T15:09:29.000,16.5,21.8,294.0,94.0,295.0,71.0,293.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,45,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,145.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.35,0.0,0.0,1793,1041.0,250.0,2020-12-05 18:09:29.0,81.62,46.07,"['S107640700052302564', 'S107640700051302564']",3885.0,11.02,
8443,2020-12-05T15:10:13.000,16.5,21.7,294.0,94.0,295.0,71.0,296.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,46,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,40.0,255.0,270.0,0.0,260.0,0.0,1.83,3.45,0.0,0.0,63.27,0.0,0.0,1793,1038.0,250.0,2020-12-05 18:10:13.0,81.37,46.02,[],3885.0,11.04,
8444,2020-12-05T15:14:02.000,16.5,21.8,294.0,94.0,295.0,71.0,294.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,51,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,113.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.23,0.0,0.0,1793,1036.0,250.0,2020-12-05 18:14:02.0,81.24,46.02,"['S107640700061302564', 'S107640700062302564']",3885.0,11.01,
8445,2020-12-05T15:13:17.000,16.5,21.8,295.0,94.0,295.0,71.0,296.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,50,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,42.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.02,0.0,0.0,1793,1036.0,250.0,2020-12-05 18:13:17.0,81.24,46.0,"['S107640700060302564', 'S107640700059302564']",3885.0,11.03,
8446,2020-12-05T15:12:31.000,16.5,21.7,295.0,94.0,295.0,71.1,295.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,49,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,45.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.14,0.0,0.0,1793,1037.0,250.0,2020-12-05 18:12:31.0,81.29,46.0,"['S107640700057302564', 'S107640700058302564']",3885.0,11.02,
8447,2020-12-05T15:14:50.000,16.5,21.7,294.0,94.0,295.0,71.0,294.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,52,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,38.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.1,0.0,0.0,1793,1036.0,250.0,2020-12-05 18:14:50.0,81.24,46.01,[],3885.0,11.06,
8448,2020-12-05T15:15:35.000,16.5,21.8,294.0,94.0,295.0,71.0,293.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,53,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,45.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.27,0.0,0.0,1793,1038.0,250.0,2020-12-05 18:15:35.0,81.37,46.01,"['S107640700063302564', 'S107640700064302564']",3885.0,11.04,
8449,2020-12-05T15:16:23.000,16.5,21.8,294.0,94.0,295.0,71.0,295.0,295.0,43.7,0.0,0.0,0.0,40.0,296.0,0.0,0.0,54,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,85.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,62.97,0.0,0.0,1793,1034.0,250.0,2020-12-05 18:16:23.0,81.07,46.01,"['S107640700065302564', 'S107640700066302564']",3885.0,11.0,
8450,2020-12-05T15:17:07.000,16.5,21.7,294.0,93.0,295.0,71.0,293.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,55,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.92,285.0,280.0,43.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.14,0.0,0.0,1793,1035.0,250.0,2020-12-05 18:17:07.0,81.16,46.06,[],3885.0,11.04,
8451,2020-12-05T15:17:52.000,16.5,21.9,294.0,93.0,295.0,71.0,297.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,56,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,79.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.14,0.0,0.0,1793,1036.0,250.0,2020-12-05 18:17:52.0,81.24,46.06,"['S107640700071302564', 'S107640700074302564', 'S107640700080302564', 'S107640700067302564', 'S107640700068302564', 'S107640700078302564', 'S107640700070302564', 'S107640700072302564', 'S107640700073302564', 'S107640700079302564', 'S107640700069302564']",3885.0,10.99,
8452,2020-12-05T15:18:40.000,16.5,21.7,294.0,93.0,295.0,71.0,293.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,57,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,40.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.18,0.0,0.0,1793,1034.0,250.0,2020-12-05 18:18:40.0,81.07,46.05,"['S107640700084302564', 'S107640700077302564', 'S107640700082302564', 'S107640700076302564', 'S107640700075302564', 'S107640700081302564', 'S107640700083302564']",3885.0,11.03,
8453,2020-12-05T15:19:24.000,16.5,21.7,294.0,93.0,295.0,71.0,294.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,58,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,98.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.18,0.0,0.0,1793,1036.0,250.0,2020-12-05 18:19:24.0,81.24,46.01,"['S107640700087302564', 'S107640700086302564', 'S107640700089302564', 'S107640700091302564', 'S107640700088302564', 'S107640700092302564', 'S107640700085302564', 'S107640700090302564']",3885.0,11.07,
8454,2020-12-05T15:20:13.000,16.5,21.8,295.0,93.0,295.0,71.0,296.0,295.0,42.6,0.0,0.0,0.0,40.0,296.0,0.0,0.0,59,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,47.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.27,0.0,0.0,1793,1037.0,250.0,2020-12-05 18:20:13.0,81.33,46.05,"['S107640700095302564', 'S107640700100302564', 'S107640700093302564', 'S107640700098302564', 'S107640700103302564', 'S107640700099302564', 'S107640700101302564', 'S107640700094302564', 'S107640700102302564', 'S107640700096302564', 'S107640700104302564', 'S107640700097302564']",3885.0,11.01,
8455,2020-12-05T15:20:57.000,16.5,21.7,294.0,93.0,295.0,71.0,293.0,295.0,43.1,0.0,0.0,0.0,40.0,296.0,0.0,0.0,60,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,46.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.18,0.0,0.0,1793,1035.0,250.0,2020-12-05 18:20:57.0,81.16,46.09,"['S107640700105302564', 'S107640700106302564']",3885.0,11.06,
8456,2020-12-05T15:22:30.000,16.5,21.8,295.0,93.0,295.0,71.0,293.0,295.0,43.1,0.0,0.0,0.0,41.0,296.0,0.0,0.0,62,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,40.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.44,0.0,0.0,1793,1037.0,250.0,2020-12-05 18:22:30.0,81.29,46.08,"['S107640700108302564', 'S107640700107302564']",3885.0,11.05,
8457,2020-12-05T15:21:46.000,16.5,21.8,294.0,93.0,295.0,71.0,297.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,61,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,107.0,255.0,270.0,0.0,260.0,0.0,1.83,3.46,0.0,0.0,63.14,0.0,0.0,1793,1034.0,250.0,2020-12-05 18:21:46.0,81.12,46.03,[],3885.0,11.06,
8458,2020-12-05T15:24:47.000,16.5,21.8,294.0,93.0,295.0,71.0,293.0,295.0,42.6,0.0,0.0,0.0,41.0,296.0,0.0,0.0,65,0.0,0A000,0.0,0.0,0.0,0.0,30.0,0.0,15.0,2.93,285.0,280.0,43.0,255.0,270.0,0.0,260.0,0.0,1.83,3.47,0.0,0.0,63.27,0.0,0.0,1793,1035.0,250.0,2020-12-05 18:24:47.0,81.12,46.03,[],3885.0,11.06,
